# x, y, z
-5.563392117619510302e-02,-3.945853412151337225e-01,-2.669438123703002930e-01
-1.000000000000000000e+00,-9.040059894323350387e-02,-2.373904883861542026e-01
2.687820792198181152e-01,2.765124142169951837e-01,1.327266991138457974e-01
2.566144429147240030e-02,-3.171466290950775146e-01,-2.306339293718338013e-01
7.222272455692289872e-02,1.781818270683289129e-01,1.988915354013442993e-01
-3.674905598163604736e-01,-3.600145578384398859e-01,-5.365747809410095215e-01
-1.531596779823302945e-01,-4.627608358860015869e-01,-3.323433697223662775e-01
-2.861516773700714111e-01,-4.491663277149199884e-01,-5.145885348320007324e-01
-6.715008020401000977e-01,2.256643176078796109e-01,1.147659197449684004e-01
8.792371153831481934e-01,3.007420599460601807e-01,1.721056252717972079e-01
-3.836185634136199951e-01,-4.039247930049896240e-01,-1.658193171024323065e-01
-9.714636802673339844e-01,9.699394553899770566e-02,-5.501226335763929887e-02
1.223424356430770008e-02,1.914428770542145053e-01,1.928152889013290128e-01
-2.367871999740600863e-01,1.897841989994049072e-01,-4.653969407081599841e-02
-2.570854425430297852e-01,-2.957589626312255859e-01,-8.700315654277800126e-02
1.000000000000000000e+00,-8.527716994285579333e-02,2.301816642284393033e-01
-6.927641630172729492e-01,2.936942875385283869e-01,1.635229289531708041e-01
-4.102937579154968262e-01,2.534317970275878906e-01,1.076240763068199019e-01
-9.528959989547729492e-01,4.540650546550750039e-02,-7.911363244056700272e-02
4.527105391025539743e-02,-5.261394977569580078e-01,-2.735090255737305243e-01
7.209472060203552246e-01,1.067327037453651012e-01,-1.804638803005219061e-01
-8.590899109840393066e-01,-1.651125773787499862e-02,-1.877166181802749911e-01
1.829376071691513062e-01,-1.935556232929230014e-01,2.450877726078032892e-01
-1.794662326574326117e-01,-1.206595823168754994e-01,2.848917245864868164e-01
2.059417665004729947e-01,-5.108556747436523438e-01,-3.381039500236511230e-01
-6.471678614616389880e-02,-4.302760064601898193e-01,1.899118907749650087e-02
4.412673041224479675e-02,3.369978368282318115e-01,-1.435217708349227905e-01
4.609537497162820296e-02,-4.662486612796782892e-01,-4.322230517864226740e-01
-6.610124707221984863e-01,-4.488959163427350130e-02,-1.733954548835754117e-01
-4.716108739376068115e-01,-3.624135255813599188e-01,-4.632783234119414728e-01
-1.806105524301528931e-01,2.310116142034530917e-01,-1.009494364261627058e-01
7.554574403911800372e-03,-4.821047484874724787e-01,-2.421272993087769110e-01
-3.358207941055297852e-01,-3.563115596771240234e-01,-5.242199897766113281e-01
9.854131340980529785e-01,-2.199496030807495117e-01,1.329168826341629028e-01
2.356864064931870062e-01,-3.866772651672362726e-01,-3.689872324466704767e-01
2.697804868221282959e-01,2.798240631818769975e-02,-1.392502784729003906e-01
-3.370623886585236151e-01,-3.626387417316436768e-01,-5.224280953407287598e-01
-2.872422337532042902e-01,-4.444370865821837824e-01,6.009881570935250023e-02
-1.836851090192795077e-01,2.689127922058104914e-01,-1.075958535075187961e-01
-4.150169491767882746e-01,-4.129423797130585272e-01,-3.438634276390076239e-01
-5.506764650344848633e-01,1.820184439420700073e-01,-2.801233902573590021e-02
-1.450035125017166138e-01,2.382825128734110051e-02,-3.549481183290480180e-02
-2.117759883403778076e-01,1.685191392898560125e-01,-7.478480786085130172e-02
-2.471551895141602118e-01,2.436406165361403864e-01,6.465812772512440076e-02
-5.505791902542114258e-01,-3.955674767494202215e-01,-1.062901094555854936e-01
3.001216053962708075e-01,-4.792975783348082941e-01,-1.549564749002456943e-01
-6.502221222035999915e-04,-4.338121116161345880e-01,-2.315689623355864923e-01
-6.828722953796386719e-01,-3.947908803820610046e-02,-8.493564091622799947e-03
-3.427020609378815252e-01,-3.586450517177581787e-01,-5.286146998405456543e-01
-4.684979021549224854e-01,-3.484339416027069092e-01,-4.671420156955718994e-01
